B,C,G,J,L,N,P,R,T,V,X,Z,AB
0b652f82-2ed7-11ef-a183-99ad05e145f0,本当,真实，事实；真的,[sound:本当_ホントー━_0_NHK-2016-local.mp3],本当のこと,真实情况,[sound:hypertts-a5da949cdb055105d54dfc30bffb3df97187bdfc23ef3200dcae2b18.mp3],その話は本当ですか,那件事是真的吗？,[sound:hypertts-af477ab824f08f1d9cece64a5e61d7c40d698e653ff934906e89954e.mp3],,,
0b6537ca-2ed7-11ef-a183-99ad05e145f0,磨く,磨，刷；磨练,[sound:磨く_ミカ゚ク━_0_NHK-2016-local.mp3],腕を磨く,锻炼本领,[sound:hypertts-66678f83c00c8e86b64cf6f641e3ec77fb73d283b2a1d4de82588798.mp3],歯を磨く,刷牙,[sound:hypertts-fb9a7ca88e96a9a0e5f5ed200c0ca1178f61fc9153d6e4d27a92034e.mp3],,,
0b6544ae-2ed7-11ef-a183-99ad05e145f0,妹,（自己的）妹妹,[sound:妹_イモート＼_4_NHK-2016-local.mp3],幼い妹,年幼的妹妹,[sound:hypertts-de1be803f86964f0d5d205f4eab1ff9c372831866785b69d6e511c24.mp3],,,,,,
0b654d0a-2ed7-11ef-a183-99ad05e145f0,毎回,每次，每回,[sound:毎回_マイカイ━_0_NHK-2016-local.mp3],毎回出席する,每次都出席,[sound:hypertts-219e30d6741f87b0b1ab2f190f317a6e2dda314de5b9d378d8d686d1.mp3],,,,,,
0b655534-2ed7-11ef-a183-99ad05e145f0,毎月,每个月,[sound:毎月_マイツキ━_0_NHK-2016-local.mp3],毎月30万円かせぐ,每月挣三十万日元,[sound:hypertts-813f1ff86f9229e2999c28f739a8f290190ba1c6b4e85926cd8b2add.mp3],,,,,,
0b655d72-2ed7-11ef-a183-99ad05e145f0,毎週,每周,[sound:毎週_マイシュー━_0_NHK-2016-local.mp3],毎週の目標,每周的目标,[sound:hypertts-dbfa932a1ccec0a0e4d487f3d6485c0b3b7ce7bb865a127644671445.mp3],,,,,,
0b65657e-2ed7-11ef-a183-99ad05e145f0,毎朝,每天早上,[sound:毎朝_マイアサ━_0_NHK-2016-local.mp3],毎朝何時に起きますか,每天早上你几点起床？,[sound:hypertts-6eb3d94a6468e6fc1a55f79896f365b43dcaaad7483cd924f70076dc.mp3],,,,,,
0b656d76-2ed7-11ef-a183-99ad05e145f0,毎日,每天,[sound:毎日_マイニチ━_0_NHK-2016-local.mp3],毎日強い風が吹く,每天刮大风,[sound:hypertts-12817de521d4d5a0d1670c10d51e8e82acd046e8e6c27c807fde1878.mp3],,,,,,
0b65756e-2ed7-11ef-a183-99ad05e145f0,毎年,每年,[sound:毎年_マイトシ━_0_NHK-2016-local.mp3],毎年冬になると風邪を引く,每年一到冬天就感冒,[sound:hypertts-2c1bd5774b7397f8fa0a447b171e940245585747f1af04d43d83c237.mp3],,,,,,
0b657e42-2ed7-11ef-a183-99ad05e145f0,毎晩,每晚,[sound:毎晩_マイバン━_0_NHK-2016-local.mp3],毎晩必ず日記を書く,我每天晚上都要写日记,[sound:hypertts-71c50cf8893243ded4aed7b5c12e95fdc01f20aa2e71f0752c555c59.mp3],,,,,,
0b658630-2ed7-11ef-a183-99ad05e145f0,万,（数量）万,[sound:まん_マ＼ン_1_NHK-2016-local.mp3],何万という人,好几万人,[sound:hypertts-9e500aeffdbe1d3fd6cca92d237d20a2774369d72a28c1a7a5e5aa8f.mp3],,,,,,
0b658e64-2ed7-11ef-a183-99ad05e145f0,万年筆,钢笔,[sound:万年筆_マンネ＼ンヒツ_3_NHK-2016-local.mp3],万年筆にインクを入れる,给钢笔灌墨水,[sound:hypertts-1a37300aef21afae05878d481bff17531c94178b55380344f4e9420f.mp3],,,,,,
0b65a066-2ed7-11ef-a183-99ad05e145f0,みかん,橘子，柑橘,[sound:みかん_ミ＼カン_1_NHK-2016-local.mp3],みかんの皮をむく,剥橘皮,[sound:hypertts-39e25345c0a1187b70bc90cacd7a7d3fe935a9b348a4db7e06aa6839.mp3],,,,,,
0b65b8f8-2ed7-11ef-a183-99ad05e145f0,名前,名字,[sound:名前_ナマエ━_0_NHK-2016-local.mp3],物に名前をつける,给东西起个名,[sound:hypertts-1f91bfbdc448f6291a721bb1dc8539a4e616a2f9a15256aa0977108c.mp3],,,,,,
0b65c140-2ed7-11ef-a183-99ad05e145f0,明るい,明亮的；快活的,[sound:明るい_アカルイ━_0_NHK-2016-local.mp3],明るい性格,开朗的性格,[sound:hypertts-14230d0224e9fbab72ff5d71e7ff1febd785da85a7ec87a3c6d8e10b.mp3],明るい部屋,明亮的房间,[sound:hypertts-5f3f74ea703ce84cbd91f4e815f73c5ee09d6908c6830fd6241921e6.mp3],,,
0b65c956-2ed7-11ef-a183-99ad05e145f0,明日[あした],明天,[sound:あした_アシタ━_0_NHK-2016-local.mp3],明日は晴れるだろう,明天是晴天吧,[sound:hypertts-6a28bd6d0ad9b653287edd7a5ce2ad5e009ea86bd67686adb0aa311f.mp3],,,,,,
0b65d1b2-2ed7-11ef-a183-99ad05e145f0,面白い,有趣的；快乐的，愉快的,[sound:おもしろい_オモシロ＼イ_4_NHK-2016-local.mp3],この本は面白い,这本书很有意思,[sound:hypertts-947df4b42d037d99ea16f2cb6ad1ed4ccf766eb2740a12c86a879805.mp3],,,,,,
0b65e1f2-2ed7-11ef-a183-99ad05e145f0,木,树，树木；木材,[sound:木_キ＼_1_NHK-2016-local.mp3],木を植える,种树,[sound:hypertts-808c4b71a35e7729575b786eccd1d1aececb48cd1b3e738de755a6b4.mp3],木で箱を作る,用木头做一个箱子,[sound:hypertts-ba6fbb371a53c5474e3bae3e004771535b0db1807435954fa32c6284.mp3],,,
0b65ea08-2ed7-11ef-a183-99ad05e145f0,木曜日,周四,[sound:木曜日_モクヨ＼ービ_3_NHK-2016-local.mp3],月曜日・火曜日・水曜日・金曜日・土曜日・日曜日,其他周一到周日的叫法,[sound:voicepeak-35-月曜日・火曜日・水曜日・金曜日・土曜日・-435.mp3],,,,,,
0b65f264-2ed7-11ef-a183-99ad05e145f0,目,眼睛,[sound:目_メ＼_1_NHK-2016-local.mp3],目と鼻と口,眼睛、鼻子和嘴,[sound:hypertts-0e1d75c9ae3c25b97a712d9629caa74d7316be872c35ac3db1387e39.mp3],,,,,,
0b65fb06-2ed7-11ef-a183-99ad05e145f0,問題,问题，题目；麻烦事,[sound:問題_モンダイ━_0_NHK-2016-local.mp3],問題に答える,回答问题,[sound:hypertts-91b7bb3e45bd9aec3e0a315486c4cf9c1248ff70859d0d2e8ddf67cc.mp3],,,,,,
0b6602cc-2ed7-11ef-a183-99ad05e145f0,夜,晚上，夜间,[sound:よる_ヨ＼ル_1_NHK-2016-local.mp3],きのうの夜,昨天夜里,[sound:hypertts-d81696efa7bca5c24c2a124cfd6a5af4a543be1fd46cb91b970302ee.mp3],,,,,,
0b660b64-2ed7-11ef-a183-99ad05e145f0,野球,棒球,[sound:野球_ヤキュー━_0_NHK-2016-local.mp3],ベースボール,棒球,[sound:hypertts-91f1db89354d37d47d35c6d2a0d1f394285aabe916db7b9eca7838b4.mp3],,,,,,
0b661352-2ed7-11ef-a183-99ad05e145f0,野菜,蔬菜,[sound:野菜_ヤサイ━_0_NHK-2016-local.mp3],庭で野菜を作る,在院里种菜,[sound:hypertts-6d5f5dcbd07eaea4f9f99d003095022722ad1c8883c667e3277b4bf6.mp3],,,,,,
0b664516-2ed7-11ef-a183-99ad05e145f0,友達,朋友,[sound:友達_トモダチ━_0_NHK-2016-local.mp3],飲み友達,酒友,[sound:hypertts-3e5d266288f088f22cad3865bc7efe42c33e65fce6da1d9aeec02283.mp3],,,,,,
0b6659d4-2ed7-11ef-a183-99ad05e145f0,有名,有名的,[sound:有名_ユーメー━_0_NHK-2016-local.mp3],静岡はお茶で有名だ,静冈以产茶而闻名,[sound:hypertts-66db0fc0a7901c795c7be8e8f5cc7d71003e4bae272ed052e6f9c0a7.mp3],,,,,,
0b66638e-2ed7-11ef-a183-99ad05e145f0,遊ぶ,玩耍,[sound:遊ぶ_アソブ━_0_NHK-2016-local.mp3],遊園地で遊ぶ,在游乐场玩耍,[sound:hypertts-544c38ce31cb0839e0dbe61c75b9c4b2b3101f0f3b8e5aaefdf3ff53.mp3],,,,,,
0b666c44-2ed7-11ef-a183-99ad05e145f0,郵便局,邮局,[sound:郵便局_ユービ＼ンキョク_3_NHK-2016-local.mp3],近くに郵便局はありませんか,附近有没有邮局？,[sound:hypertts-06249283316f68bc2d2e80fa59f10809f9d7b9fe241bf6dd560591e6.mp3],,,,,,
0b667478-2ed7-11ef-a183-99ad05e145f0,夕方,傍晚,[sound:夕方_ユーカ゚タ━_0_NHK-2016-local.mp3],毎日夕方に買い物に行く,每天傍晚去买东西,[sound:hypertts-f5413707af2635f9057cc15ec75741d7a03fbc6569ef3b8be92424ae.mp3],,,,,,
0b6684d6-2ed7-11ef-a183-99ad05e145f0,洋服,西服；衣服,[sound:洋服_ヨーフク━_0_NHK-2016-local.mp3],オーダーメイドの洋服,订做的西装,[sound:hypertts-168e7fde0b38690875fce8b4047dfea8b5bbd48ab742939cc2baf2f8.mp3],,,,,,
0b668d0a-2ed7-11ef-a183-99ad05e145f0,葉書,明信片,[sound:はがき_ハカ゚キ━_0_NHK-2016-local.mp3],年賀葉書,贺年片,[sound:hypertts-8380af3dd55e7d745b1ffb55ff0c9afe677978de186ecab32548c12c.mp3],,,,,,
0b669566-2ed7-11ef-a183-99ad05e145f0,欲しい,想要,[sound:欲しい_ホシ＼イ_2_NHK-2016-local.mp3],パソコンが欲しい,想要电脑,[sound:hypertts-a0164b63c6dba26a8adf7b8c2cc6df3dca9e16dfa837080ab803b11d.mp3],,,,,,
0b66a5e2-2ed7-11ef-a183-99ad05e145f0,来る,来，到来,[sound:来る_ク＼ル_1_NHK-2016-local.mp3],いつ中国に来たのですか,你是什么时候来到中国的？,[sound:hypertts-efddb311dc724bc4dec76ded34de16922ae2b7031ddb29b012440655.mp3],,,,,,
0b66ae20-2ed7-11ef-a183-99ad05e145f0,来月,下个月,[sound:来月_ラ＼イケ゚ツ_1_NHK-2016-local.mp3],来月から大学生になります,下个月开始就是大学生了,[sound:hypertts-95c7e1e01382a604dff8c97ceade8ea3d2d0ec95744fde3559826ba8.mp3],,,,,,
0b66b668-2ed7-11ef-a183-99ad05e145f0,来週,下周,[sound:来週_ライシュー━_0_NHK-2016-local.mp3],来週から新入社員が来る,新职员下星期起上任,[sound:hypertts-12300f48cdf1ff82c85b18c776a9a225544d046b38770a7bb407c7d8.mp3],,,,,,
0b66bece-2ed7-11ef-a183-99ad05e145f0,来年,明年,[sound:来年_ライネン━_0_NHK-2016-local.mp3],来年の冬,明年冬天,[sound:hypertts-95561d0e1a56a048311635cca07174c15284a3472522af1cbca052c2.mp3],,,,,,
0b66c6ee-2ed7-11ef-a183-99ad05e145f0,頼む,请求，依赖,[sound:頼む_タノ＼ム_2_NHK-2016-local.mp3],仕事を頼む,托付工作,[sound:hypertts-8ae758f9dc1a4fccac0fcddfb0ea6430187f74d9ad147a59cb20e1f3.mp3],,,,,,
0b66cee6-2ed7-11ef-a183-99ad05e145f0,卵,蛋，鸡蛋；未成熟者,[sound:卵_タマコ゚━_0_NHK-2016-local.mp3],アヒルの卵,鸭蛋,[sound:hypertts-0a5cb654ada17edfb6a6297b00d9894d300ce74d844dd7b74eddf838.mp3],彼女はバレリーナの卵だ,她是未来的芭蕾舞演员,[sound:hypertts-bb17919d3120c000ea02332fa40e5d99870c933a352762e7caf6a5e4.mp3],,,
0b66d6f2-2ed7-11ef-a183-99ad05e145f0,履く,穿（鞋、袜）,[sound:履く_ハク━_0_NHK-2016-local.mp3],靴下を履く,穿袜子,[sound:hypertts-674852ab3394fbee6b6e03b9f5345ee6ddd560b41c35b3b90c8342d9.mp3],,,,,,
0b66df4e-2ed7-11ef-a183-99ad05e145f0,立つ,站立；离开，动身,[sound:立つ_タ＼ツ_1_NHK-2016-local.mp3],席を立つ,退席,[sound:hypertts-08e674b8985d8233090ab07297ac53fac859cecd20056c5de6ac55b5.mp3],髪の毛が立っている,头发竖着,[sound:hypertts-bde8694d7784006e7b32f29b73fe91e7fef43e6a79871732c74fc8fd.mp3],,,
0b66ef52-2ed7-11ef-a183-99ad05e145f0,立派,优秀的，出色的,[sound:立派_リッパ━_0_NHK-2016-local.mp3],立派な大人になる,成为出色的成年人,[sound:hypertts-97b6e55da93ecdd88a94762b55cf7f6d4afd71765fed9d9d640c15ac.mp3],,,,,,
0b66f79a-2ed7-11ef-a183-99ad05e145f0,留学,留学,[sound:留学_リューカ゚ク━_0_NHK-2016-local.mp3],フランスに留学する,在法国留学,[sound:hypertts-f7a3346fde69cf87900bc616c18ed7907307dc4029fef281a153a1ab.mp3],,,,,,
0b66ffa6-2ed7-11ef-a183-99ad05e145f0,留学生,留学生,[sound:留学生_リューカ゚＼クセー_3_NHK-2016-local.mp3],中国人留学生,中国留学生,[sound:hypertts-e8cc1b35de0e05d1dd6cb9c80b2bc128841834d7bfcad93d0b194714.mp3],,,,,,
0b6707ee-2ed7-11ef-a183-99ad05e145f0,旅行,旅游,[sound:旅行_リョコー━_0_NHK-2016-local.mp3],旅行に出かける,出去旅行,[sound:hypertts-2837bf667639c9083ebddbfcb9d58485b3c1d7d8ad56e481170d2a95.mp3],,,,,,
0b671068-2ed7-11ef-a183-99ad05e145f0,両親,双亲，父母,[sound:両親_リョ＼ーシン_1_NHK-2016-local.mp3],両親を失う,失去双亲,[sound:hypertts-61eb86c05adfb1f5579096edd0b65dc88cab137c2f1edd774499218b.mp3],,,,,,
0b671860-2ed7-11ef-a183-99ad05e145f0,寮,宿舍,[sound:寮_リョ＼ー_1_NHK-2016-local.mp3],女子寮,女子宿舍,[sound:hypertts-eaa73802c220db6c56da24a39d153ea4e2164019dd80bcc629a5f741.mp3],,,,,,
0b672076-2ed7-11ef-a183-99ad05e145f0,料理,菜肴；做菜,[sound:料理_リョ＼ーリ_1_NHK-2016-local.mp3],中華料理,中国菜,[sound:hypertts-98644f18e73606d9e6e2a467fd752973ebb2e4a777523dabe1e96fbc.mp3],,,,,,
0b6728aa-2ed7-11ef-a183-99ad05e145f0,涼しい,（天气）凉爽的，凉快的,[sound:涼しい_スズシ＼イ_3_NHK-2016-local.mp3],今日は昨日より涼しい,今天比昨天凉快,[sound:hypertts-9393241c03b53ad522416ffe89f83f9fa320b0a4d41f6e243963f802.mp3],,,,,,
0b6731c4-2ed7-11ef-a183-99ad05e145f0,良い,好的；优秀的；善良的,[sound:よい_ヨ＼イ_1_NHK-2016-local.mp3],頭が良い,聪明；脑筋好,[sound:hypertts-7d637ed8fe450200dc2c0c0284a2fcd1a73f89cbb5d2ec1f0ec8c24f.mp3],,,,,,
0b673be2-2ed7-11ef-a183-99ad05e145f0,緑,绿色,[sound:緑_ミ＼ドリ_1_NHK-2016-local.mp3],緑の木々,绿色的树木,[sound:hypertts-125218764941916f878a63ed3b339a37da58a05607bc42b0fe290295.mp3],,,,,,
0b674416-2ed7-11ef-a183-99ad05e145f0,隣,旁边；邻居,[sound:隣_トナリ━_0_NHK-2016-local.mp3],隣の席の人と話す,和旁边坐位上的人说话,[sound:hypertts-8057c256074580cb432ed6272a37a9f9de9e0a0fc46a9053164db8f4.mp3],隣の子ども,邻居的孩子,[sound:hypertts-b6f823def8cd03512aab96c64fe4f0a0202bb117925806869a5ceef6.mp3],,,
0b674c2c-2ed7-11ef-a183-99ad05e145f0,涙,眼泪,[sound:涙_ナ＼ミダ_1_NHK-2016-local.mp3],涙が落ちる,落泪；流眼泪,[sound:hypertts-edb7bf96881f58c039d7ffa0e70b3656964867a7c9c5a4c2a5d13695.mp3],,,,,,
0b6754b0-2ed7-11ef-a183-99ad05e145f0,冷たい,冰凉的；冷淡的,[sound:冷たい_ツメタイ━_0_NHK-2016-local.mp3],冷たい飲み物,冷饮,[sound:hypertts-1ce869ec371ea5c6537da9568f476e6ee2404e3a4a2fea3ddd3f8c1f.mp3],冷たい人,冷酷的人；不热情的人,[sound:hypertts-fe7431b022f7d3a6114b096219ddfb61c94bdbb889e1adabae29ecfc.mp3],,,
0b675cda-2ed7-11ef-a183-99ad05e145f0,冷蔵庫,冰箱,[sound:冷蔵庫_レーゾ＼ーコ_3_NHK-2016-local.mp3],肉を冷蔵庫に入れる,把肉放在冰箱里,[sound:hypertts-41308c1d9aedd1ca28fd4e327beaf1c99016ce2cd09f029ec3febb31.mp3],,,,,,
0b6764e6-2ed7-11ef-a183-99ad05e145f0,零,零,[sound:零_レ＼ー_1_NHK-2016-local.mp3],ゼロ,零；完全没有,[sound:ゼロ_ゼ＼ロ_1_NHK-2016-local.mp3],,,,,,
0b676d2e-2ed7-11ef-a183-99ad05e145f0,練習,练习，训练,[sound:練習_レンシュー━_0_NHK-2016-local.mp3],バイオリンを練習する,练习拉小提琴,[sound:hypertts-b9d90bc6164da56f2db73fbdef6d52a06a4523327384073b0ef4c785.mp3],,,,,,
0b677dbe-2ed7-11ef-a183-99ad05e145f0,廊下,走廊,[sound:廊下_ローカ━_0_NHK-2016-local.mp3],廊下を歩く,通过走廊；走过走廊,[sound:hypertts-c4aa090d8c51e001c7881b42cf7eb0c2d475b38a9d59deb00b710fee.mp3],,,,,,
0b67a78a-2ed7-11ef-a183-99ad05e145f0,六つ,六个；六岁,[sound:六つ_ムッツ━_0_NHK-2016-local.mp3],一つ・二つ・三つ・四つ・五つ・七つ・八つ・九つ・十,其他1〜10个的说法,[sound:voicepeak-24-一つ・二つ・三つ・四つ・五つ・七つ・八つ-435.mp3],,,,,,
0b67bc84-2ed7-11ef-a183-99ad05e145f0,六日,六天；六号,[sound:六日_ムイカ━_0_NHK-2016-local.mp3],一日・二日・三日・四日・五日・七日・八日・九日・十日,其他1〜10日的叫法,[sound:voicepeak-25-一日・二日・三日・四日・五日・七日・八日-435.mp3],,,,,,
0b67c5bc-2ed7-11ef-a183-99ad05e145f0,話,话；话题；事情,[sound:話_ハナシ＼_3_NHK-2016-local.mp3],つまらない話,无聊的话,[sound:hypertts-6e2db7b2a7ea1d86119c3048c2a1553d689476f208b1013d5109b889.mp3],話を変える,换个话题,[sound:hypertts-08d745400599b47581a49c35f364cbe03fc339e6e8faf651014aeba9.mp3],話によっては考えましょう,看情况再说吧,[sound:hypertts-fc3d24e8b3bd83e82c63aa2e831939ed91d2484f0c3369245440bb13.mp3]
0b67ce7c-2ed7-11ef-a183-99ad05e145f0,話す,说，谈论,[sound:話す_ハナ＼ス_2_NHK-2016-local.mp3],ゆっくり話す,慢慢说,[sound:hypertts-5326d21f4ced6dcc0b5312abd3dd928887cdf5a658bf94d407eed3f2.mp3],,,,,,
0b67f35c-2ed7-11ef-a183-99ad05e145f0,会,（表示组织或活动）……会,[sound:会_カ＼イ_1_NHK-2016-local.mp3],勉強会,学习会，培训,[sound:hypertts-11c38972de5f9abd9f11eb6f15708ea9ed354dff77c89847090bbee8.mp3],会を開く,开会,[sound:hypertts-7297045e45a0215d9061e66808a8bae2c953c855174fb61a75de071a.mp3],,,
0b68c85e-2ed7-11ef-a183-99ad05e145f0,〜方,……方法,[sound:方_カタ＼_2_NHK-2016-local.mp3],使い方,用法,[sound:hypertts-45c9173ab76d1eff98b75e545099aa0271491c87e6963fdf363c1789.mp3],,,,,,
0b696e58-2ed7-11ef-a183-99ad05e145f0,いかが,怎样，如何,[sound:いかが_イカ＼カ゚_2_NHK-2016-local.mp3],ご気分はいかがですか,您觉得身体怎么样？,[sound:hypertts-3d0e3b84bd9bebbd2e42aa8351eb3771147bf7deeff009fba16a8cd0.mp3],,,,,,
0b6b2554-2ed7-11ef-a183-99ad05e145f0,カレンダー,日历，年历,[sound:カレンダー_カレ＼ンダー_2_NHK-2016-local.mp3],カレンダーをめくる,翻挂历,[sound:hypertts-24a6bbad633a1da919dc3c53e1aec38ef84940da6e2d23387e8f8a13.mp3],,,,,,
0b6fdcf2-2ed7-11ef-a183-99ad05e145f0,バター,黄油,[sound:バター_バ＼ター_1_NHK-2016-local.mp3],パンにバターをつける,往面包上抹黄油,[sound:hypertts-b15768ab1a65d279f58e7af3864e3d32477b7554eb11e5ea16a39bee.mp3],,,,,,
0b71a456-2ed7-11ef-a183-99ad05e145f0,やはり,果然；到底还是,[sound:やはり_ヤハ＼リ_2_NHK-2016-local.mp3],だめだったか。やはりね,还是不行呀，我就说嘛,[sound:voicepeak-b5146394.mp3],いまでもやはり彼女のことが好きだ,现在仍然喜欢她,[sound:voicepeak-987f879a.mp3],,,
0b71bd2e-2ed7-11ef-a183-99ad05e145f0,やる,做；（上级给下级，人给动物等）给,[sound:やる_ヤル━_0_NHK-2016-local.mp3],犬に餌をやる,给狗喂狗粮,[sound:hypertts-5333a6043c23456ca4e1f94577ddc2ba189bc82f2b34d82dd4583aee.mp3],仕事をやる,工作,[sound:hypertts-ee149f5a63682f4e91881e0262485b2204f72becfe4f3a06c36568a4.mp3],,,
0b71c594-2ed7-11ef-a183-99ad05e145f0,良[よ]く,好好地；经常；非常,[sound:よく_ヨ＼ク_1_NHK-2016-local.mp3],よくできた企画書,写得很好的企划书,[sound:hypertts-1639d1bbeff6f2729853313bc47a99357494590f644e9f15a2e599d5.mp3],よく映画を見に行く,常去看电影,[sound:hypertts-17fd5edb9d6e7160c675ab00c0f2f4c0747485cdddaecebe1ef83a93.mp3],,,
0b74ecc4-2ed7-11ef-a183-99ad05e145f0,学ぶ,学习,[sound:学ぶ_マナブ━_0_NHK-2016-local.mp3],スキーを学ぶ,学习滑雪,[sound:voicepeak-817082a6.mp3],,,,,,
0b770a0e-2ed7-11ef-a183-99ad05e145f0,休み,休息；假日,[sound:休み_ヤスミ＼_3_NHK-2016-local.mp3],休み時間になる,到了休息时间,[sound:hypertts-5385f8cedc17aac82944ffd5af21dea03038a0bff3e6857a21e7a1dc.mp3],あすは学校が休みだ,明天学校放假,[sound:hypertts-de590688c2660fc2cbe5ad78a73f40787f4236abd4f610628b869ffa.mp3],,,
0b778eca-2ed7-11ef-a183-99ad05e145f0,勤める,工作，任职,[sound:勤める_ツトメ＼ル_3_NHK-2016-local.mp3],会社に勤める,在公司上班,[sound:hypertts-647fca5ce369bc5a95465bac3793adc1cb50b0ee3347aba6be5ef898.mp3],,,,,,
0b796204-2ed7-11ef-a183-99ad05e145f0,見せる,给……看，展现,[sound:見せる_ミセ＼ル_2_NHK-2016-local.mp3],ふたを開けて中を見せる,打开盖子给人看里面的东西,[sound:hypertts-31a801ddf9db2dc06c0838414418ea1a380750435997ddebc602ed47.mp3],,,,,,
0b7cbc56-2ed7-11ef-a183-99ad05e145f0,姉,（自己的）姐姐，嫂子,[sound:姉_アネ━_0_NHK-2016-local.mp3],いちばん上の姉,大姐,[sound:hypertts-59116926d2b95616fc5c8224374fa4eee6090eb3659158611029b607.mp3],,,,,,
0b7ff1d2-2ed7-11ef-a183-99ad05e145f0,消しゴム,橡皮,[sound:消しゴム_ケシゴム━_0_NHK-2016-local.mp3],消しゴムで字を消す,用橡皮擦掉字迹,[sound:voicepeak-b008130b.mp3],,,,,,
0b80344e-2ed7-11ef-a183-99ad05e145f0,上着,外套，上衣,[sound:上着_ウワキ゚━_0_NHK-2016-local.mp3],上着を着る,穿着外套,[sound:hypertts-59d094e4357933fb3141c61dfc83a30c3f039a71bfcc74a297e9e1d2.mp3],,,,,,
0b81b940-2ed7-11ef-a183-99ad05e145f0,星,星星；星号；明星,[sound:星_ホシ━_0_NHK-2016-local.mp3],星が光る,星星闪耀,[sound:hypertts-8559add3408478f496a09f7ecc8ea995c745d1caa0264abfbdc3297b.mp3],星マークをつけておく,加上星号,[sound:hypertts-400e339ba884d74d2c6cf781ec6d10d4ac384d8cd1d98744f874295f.mp3],映画界の輝ける星,电影界辉煌的明星,[sound:hypertts-eabdd51ebed159c80718cf94e0673cdca66a89d61b61a4069034039b.mp3]
0b8337ca-2ed7-11ef-a183-99ad05e145f0,足,脚，腿,[sound:足_アシ＼_2_NHK-2016-local.mp3],足の甲,脚背；脚面,[sound:hypertts-25c3e9e81e4ab375418261f98d56346cb3fbbd564d5af7d70ed70a8a.mp3],足の裏,脚掌；脚心,[sound:hypertts-fa5f6661f4372640e1b8352287698252dfe7977b8f16b4df06524969.mp3],足が強い,腿脚强健,[sound:hypertts-45d2070c7e6a283043b77e0fa1ef691f1936d7363c85f1312072132b.mp3]
0b83b5d8-2ed7-11ef-a183-99ad05e145f0,台所,厨房,[sound:台所_ダイドコロ━_0_NHK-2016-local.mp3],キッチン,厨房,[sound:hypertts-faa8529fecc9033e5cbb8fb4e6341784c0272ec04717074a298e46d6.mp3],,,,,,
0b874a5e-2ed7-11ef-a183-99ad05e145f0,内,内部；我（们）的；(うち）时候,[sound:内_ウチ━_0_NHK-2016-local.mp3],内から開く,从里头开,[sound:hypertts-6b24d403a02a6eaab4df9c854c291f8f3dd2ca30d3718f16a6e97074.mp3],うちの学校,我们学校,[sound:hypertts-b25bca9961e612800c3eeabf2396bc7c8debed7f7e1d6e1320a47444.mp3],30分のうちに帰ってくる,半个小时之内回来,[sound:hypertts-4ecbbbee904f7a1d6b290957bd4c1471ec4fc775d08d0aea81d3b199.mp3]
0b883bf8-2ed7-11ef-a183-99ad05e145f0,箱,箱子，匣子,[sound:箱_ハコ━_0_NHK-2016-local.mp3],箱を開ける,打开盒子,[sound:hypertts-e928029daf409f19134ee8447f1fa14e1c8334cbd2b1c8f18b6b1607.mp3],,,,,,
0b89b03c-2ed7-11ef-a183-99ad05e145f0,文章,文章，作品,[sound:文章_ブ＼ンショー_1_NHK-2016-local.mp3],文章を書く,写文章,[sound:hypertts-7c0d4bb6928babf9391c91942ddb24690742397a2b8400174ae5bf0d.mp3],,,,,,
0b8b17ce-2ed7-11ef-a183-99ad05e145f0,無くす,丢掉；丧失；消灭,[sound:無くす_ナクス━_0_NHK-2016-local.mp3],信用を無くす,失去信用,[sound:hypertts-2a3e056b74c576f3bea66dc4d0c40248da72d750626c2c3375663468.mp3],事故を無くす,消灭事故,[sound:hypertts-c47771a7172e3e16a27d8f468226b95e95be42bd5bd26a620f127488.mp3],,,
